"","date","open","high","low","close","row_num","atr","date.y","time","text","date_time","atr_news_candle"
"1",2007-01-31 12:00:00,1.1799,1.1802,1.1755,1.1755,1061,0.00124285714285713,NA,NA,NA,NA,TRUE
"2",2007-01-31 12:30:00,1.1754,1.1768,1.1753,1.176,1062,0.00152857142857142,NA,NA,NA,NA,TRUE
"3",2007-01-31 13:00:00,1.176,1.1777,1.1759,1.177,1063,0.00155714285714284,NA,NA,NA,NA,TRUE
"4",2007-01-31 13:30:00,1.177,1.1778,1.1769,1.1772,1064,0.00157142857142856,NA,NA,NA,NA,TRUE
"5",2007-01-31 14:00:00,1.1773,1.1773,1.1762,1.1762,1065,0.00155714285714284,NA,NA,NA,NA,TRUE
"6",2007-01-31 14:30:00,1.1762,1.1772,1.1762,1.1772,1066,0.00155714285714286,NA,NA,NA,NA,TRUE
"7",2007-01-31 15:00:00,1.1773,1.1774,1.1768,1.1772,1067,0.0014857142857143,NA,NA,NA,NA,TRUE
"8",2007-01-31 15:30:00,1.1772,1.1773,1.177,1.1772,1068,0.00145,NA,NA,NA,NA,TRUE
"9",2007-01-31 16:00:00,1.1772,1.1772,1.1755,1.1755,1069,0.00127142857142856,NA,NA,NA,NA,TRUE
"10",2007-01-31 16:30:00,1.1755,1.176,1.1753,1.1756,1070,0.00128571428571427,NA,NA,NA,NA,TRUE
"11",2007-01-31 17:00:00,1.1757,1.1759,1.1756,1.1758,1071,0.00121428571428569,NA,NA,NA,NA,TRUE
"12",2007-01-31 17:30:00,1.1758,1.1758,1.1756,1.1757,1072,0.0011642857142857,NA,NA,NA,NA,TRUE
"13",2007-01-31 18:00:00,1.1757,1.1766,1.1756,1.1766,1073,0.00112857142857142,NA,NA,NA,NA,TRUE
"14",2007-01-31 18:30:00,1.1765,1.1771,1.1765,1.1769,1074,0.00116428571428571,NA,NA,NA,NA,TRUE
"15",2007-01-31 19:00:00,1.1769,1.1769,1.1765,1.1765,1075,0.00117142857142857,"1/31/2007",19:15:00,"January 31, 2007FOMC statementFor immediate releaseThe Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent. Recent indicators have suggested somewhat firmer economic growth, and some tentative signs of stabilization have appeared in the housing market. Overall, the economy seems likely to expand at a moderate pace over coming quarters. Readings on core inflation have improved modestly in recent months, and inflation pressures seem likely to moderate over time. However, the high level of resource utilization has the potential to sustain inflation pressures. The Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information. Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Thomas M. Hoenig; Donald L. Kohn; Randall S. Kroszner; Cathy E. Minehan; Frederic S. Mishkin; Michael H. Moskow; William Poole; and Kevin M. Warsh.",2007-01-31 19:15:00,TRUE
"16",2007-03-21 11:00:00,1.1582,1.1583,1.1578,1.158,2775,0.00141428571428572,NA,NA,NA,NA,TRUE
"17",2007-03-21 11:30:00,1.158,1.1589,1.158,1.1587,2776,0.00137857142857144,NA,NA,NA,NA,TRUE
"18",2007-03-21 12:00:00,1.1587,1.1592,1.1531,1.156,2777,0.00136428571428572,NA,NA,NA,NA,TRUE
"19",2007-03-21 12:30:00,1.156,1.1563,1.1542,1.1545,2778,0.00167142857142858,NA,NA,NA,NA,TRUE
"20",2007-03-21 13:00:00,1.1548,1.1561,1.1546,1.1555,2779,0.00169285714285716,NA,NA,NA,NA,TRUE
"21",2007-03-21 13:30:00,1.1555,1.1559,1.1552,1.1556,2780,0.00172142857142859,NA,NA,NA,NA,TRUE
"22",2007-03-21 14:00:00,1.1556,1.1561,1.1554,1.1561,2781,0.00155000000000002,NA,NA,NA,NA,TRUE
"23",2007-03-21 14:30:00,1.1561,1.1562,1.1558,1.1559,2782,0.00149285714285715,NA,NA,NA,NA,TRUE
"24",2007-03-21 15:00:00,1.1559,1.1561,1.1555,1.1555,2783,0.00142857142857145,NA,NA,NA,NA,TRUE
"25",2007-03-21 15:30:00,1.1556,1.1562,1.1556,1.1559,2784,0.00138571428571431,NA,NA,NA,NA,TRUE
"26",2007-03-21 16:00:00,1.1559,1.1562,1.1558,1.1562,2785,0.00134285714285715,NA,NA,NA,NA,TRUE
"27",2007-03-21 16:30:00,1.1562,1.1562,1.1559,1.1561,2786,0.00132142857142858,NA,NA,NA,NA,TRUE
"28",2007-03-21 17:00:00,1.1561,1.1563,1.1558,1.1562,2787,0.0011857142857143,NA,NA,NA,NA,TRUE
"29",2007-03-21 17:30:00,1.1562,1.1569,1.1562,1.1568,2788,0.00114285714285716,NA,NA,NA,NA,TRUE
"30",2007-03-21 18:00:00,1.1567,1.1573,1.1567,1.1572,2789,0.00114285714285716,"3/21/2007",18:15:00,"March 21, 2007FOMC statementFor immediate releaseThe Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.Recent indicators have been mixed and the adjustment in the housing sector is ongoing. Nevertheless, the economy seems likely to continue to expand at a moderate pace over coming quarters. Recent readings on core inflation have been somewhat elevated. Although inflation pressures seem likely to moderate over time, the high level of resource utilization has the potential to sustain those pressures.In these circumstances, the Committee's predominant policy concern remains the risk that inflation will fail to moderate as expected. Future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Thomas M. Hoenig; Donald L. Kohn; Randall S. Kroszner; Cathy E. Minehan; Frederic S. Mishkin; Michael H. Moskow; William Poole; and Kevin M. Warsh.",2007-03-21 18:15:00,TRUE
"31",2007-05-09 11:00:00,1.10585,1.10596,1.10556,1.10575,4480,0.000966428571428543,NA,NA,NA,NA,TRUE
